/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_04_068.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_04_068.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_04_068.jpg, ","0, ","0, ","0, ",8.232964E-05
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_05_261.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_05_261.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_05_261.jpg, ","0, ","0, ","0, ",8.190445E-05
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_05_362.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_05_362.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_05_362.jpg, ","0, ","0, ","0, ",8.183573E-05
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_05_462.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_05_462.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_05_462.jpg, ","0, ","0, ","0, ",8.163704E-05
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_05_563.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_05_563.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_05_563.jpg, ","0, ","0, ","0, ",8.316765E-05
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_05_665.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_05_665.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_05_665.jpg, ","0, ","0, ","0, ",8.316116E-05
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_05_783.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_05_783.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_05_783.jpg, ","0, ","0, ","0, ",8.16799E-05
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_05_901.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_05_901.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_05_901.jpg, ","0, ","0, ","0, ",8.313962E-05
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_06_011.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_06_011.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_06_011.jpg, ","0, ",0.3,37,"741, 0, 0.2248177"
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_06_114.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_06_114.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_06_114.jpg, ","0, ",0.6,112,"89, 0, 0.7912505"
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_06_214.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_06_214.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_06_214.jpg, ","0, ",0.9,121,"771, 0, 1.715916"
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_06_310.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_06_310.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_06_310.jpg, ","0, ","1, ","0, ",2.826743
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_06_415.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_06_415.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_06_415.jpg, ","0, ","1, ","0, ",3.998988
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_06_516.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_06_516.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_06_516.jpg, ","0, ","1, ","0, ",5.164988
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_06_618.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_06_618.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_06_618.jpg, ","0, ","1, ","0, ",6.319446
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_06_734.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_06_734.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_06_734.jpg, ","0, ","1, ","0, ",7.690025
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_06_836.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_06_836.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_06_836.jpg, ","0, ","1, ","0, ",8.819991
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_06_938.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_06_938.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_06_938.jpg, ","0, ","1, ","0, ",9.938914
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_07_039.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_07_039.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_07_039.jpg, ","0, ","1, ","0, ",11.04683
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_07_142.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_07_142.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_07_142.jpg, ","0, ","1, ","0, ",12.40092
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_07_242.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_07_242.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_07_242.jpg, ",0.0,579,990,"1, 1, 0, 13.39522"
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_07_359.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_07_359.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_07_359.jpg, ",0.3,571,798,", 1, 0, 14.53551"
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_07_474.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_07_474.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_07_474.jpg, ",0.2,174,939,", 1, 0, 15.71263"
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_07_576.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_07_576.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_07_576.jpg, ","0, ","1, ","0, ",16.68526
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_07_690.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_07_690.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_07_690.jpg, ","0, ","1, ","0, ",17.95425
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_07_799.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_07_799.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_07_799.jpg, ","0, ","1, ","0, ",18.99113
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_07_909.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_07_909.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_07_909.jpg, ","0, ","1, ","0, ",20.21288
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_08_018.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_08_018.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_08_018.jpg, ","0, ","1, ","0, ",21.22167
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_08_126.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_08_126.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_08_126.jpg, ","0, ","1, ","0, ",22.41528
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_08_235.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_08_235.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_08_235.jpg, ","0, ","1, ","0, ",23.39768
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_08_343.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_08_343.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_08_343.jpg, ","0, ","1, ","0, ",24.56431
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_08_452.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_08_452.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_08_452.jpg, ","0, ","1, ","0, ",25.52552
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_08_559.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_08_559.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_08_559.jpg, ","0, ","1, ","0, ",26.47714
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_08_666.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_08_666.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_08_666.jpg, ","0, ","1, ","0, ",27.6064
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_08_768.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_08_768.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_08_768.jpg, ","0, ","1, ","0, ",28.53704
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_08_869.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_08_869.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_08_869.jpg, ","0, ","1, ","0, ",29.45833
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_08_972.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_08_972.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_08_972.jpg, ",0.2,402,551,", 1, 0, 30.17602"
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_09_087.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_09_087.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_09_087.jpg, ",0.2,85,"06,"," 1, 0, 30.18812"
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_09_202.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_09_202.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_09_202.jpg, ","0, ","1, ","0, ",30.18894
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_09_318.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_09_318.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_09_318.jpg, ","0, ","1, ","0, ",30.19011
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_09_419.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_09_419.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_09_419.jpg, ","0, ","1, ","0, ",30.1903
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_09_529.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_09_529.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_09_529.jpg, ","0, ","1, ","0, ",30.19025
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_09_640.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_09_640.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_09_640.jpg, ","0, ","1, ","0, ",30.19028
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_09_750.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_09_750.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_09_750.jpg, ","0, ","1, ","0, ",30.1903
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_09_851.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_09_851.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_09_851.jpg, ",0,239,691,"1, 1, 0, 30.17419"
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_09_952.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_09_952.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_09_952.jpg, ",0,383,568,", 1, 0, 30.16433"
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_10_053.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_10_053.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_10_053.jpg, ",0,81,552,"03, 1, 0, 30.19146"
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_10_155.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_10_155.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_10_155.jpg, ","0, ","1, ","0, ",30.18917
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_10_256.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_10_256.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_10_256.jpg, ","0, ","1, ","0, ",30.19017
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_10_358.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_10_358.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_10_358.jpg, ","0, ","1, ","0, ",30.1903
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_10_458.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_10_458.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_10_458.jpg, ","0, ","1, ","0, ",30.19032
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_10_570.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_10_570.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_10_570.jpg, ","0, ","1, ","0, ",30.19032
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_10_680.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_10_680.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_10_680.jpg, ","0, ","1, ","0, ",30.19032
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_10_784.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_10_784.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_10_784.jpg, ","0, ","1, ","0, ",30.19031
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_10_889.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_10_889.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_10_889.jpg, ","0, ","1, ","0, ",30.19028
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_10_992.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_10_992.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_10_992.jpg, ","0, ","1, ","0, ",30.1903
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_11_093.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_11_093.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_11_093.jpg, ","0, ","1, ","0, ",30.19029
/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/center_2022_01_30_21_26_11_194.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/left_2022_01_30_21_26_11_194.jpg, ",/Users/harshdarji/Documents/Projects/Self ,Driving ,"Car/Track/IMG/right_2022_01_30_21_26_11_194.jpg, ","0, ","1, ","0, ",30.19029
